"Base License Number","Base Name","DBA","Year","Month","Month Name","Total Dispatched Trips","Total Dispatched Shared Trips","Unique Dispatched Vehicles"
"B01553","CITY LINE CAR SERVICE INC",,"2025","9","September","10,584","0","89"
"B02674","ELAL CAR LIMO SERVICE LLC","FIFTH AVENUE CAR LIMO SERVICE","2018","4","April","2,988","0","14"
"B02833","ADVANCED LUXURY LIMO SVC. INC.",,"2018","5","May","2,401","0","9"
"B03177","BERNICE SERVICES INC",,"2025","4","April","786","0","12"
"B03296","ZIP CONNECTIONS INC",,"2025","1","January","62","0","5"
"B01417","NESHER EXPRESS CAR SERVICE 2 INC.",,"2023","2","February","1,956","0","8"
"B03024","URBAN CAR SERVICES LLC","WALL STREET LIMOUSINE","2019","8","August","98","0","3"
"B00039","BERMUDA LIMOUSINE SERVICE INC.",,"2017","5","May","1,426","0","51"
"B01061","DAT RADIO DISP INC",,"2024","9","September","26,207","0","204"
"B01087","ELITE LIMO PLUS INC",,"2016","5","May","12,220","0","304"
"B01777","PREMIUM RADIO DISP & MULTI SVC",,"2020","5","May","1,203","0","37"
"B01568","N.Y. MEXICANA CAR & LIMO SVC CRP.","N.Y. MEXICANA CAR SERVICE","2016","2","February","6,904","0","46"
"B02917","C & A BLACK CAR CORP.",,"2019","11","November","684","0","43"
"B02661","MIC-LOU CAR SERVICES_LLC","LULU CAR SERVICES","2024","7","July","2,622","0","9"
"B00991","BLUE LANE CAR SERVICE INC",,"2017","8","August","960","0","32"
"LYFT","LYFT","LYFT","2026","1","January","5,694,742","1,469","54,760"
"B01973","RAJA CAR & LIMOUSINE SERVICE INC.","ANGEL CAR SERVICE","2017","1","January","1,981","0","10"
"B03011","GOOD DAY TRANSPORTATION INC",,"2020","12","December","214","0","5"
"B03174","NEW HEAVEN LUXURY INC",,"2023","3","March","1,732","0","16"
"B01088","PAISA 2 CAR  AND LIMOUSINE SERVICE INC",,"2019","6","June","429","0","3"
"B00112","AYY&M TRANSPORTATION, LLC","HARBORVIEW CAR SERVICE","2021","11","November","4,777","0","12"
"B02360","BRIDGES LIMOUSINE INC","EXCELLENT LIMOUSINE","2019","9","September","41","0","7"
"B00277","ALL CITY CORP TRANS INC",,"2025","5","May","539","0","78"
"B01510","JPAN TRANSPORTATION INC","PARSONS CAR SERVICE","2015","9","September","732","0","4"
"B02814","BELL LX INC",,"2018","3","March","9,680","0","40"
"B01745","AZUAY CORPORATION","CARIBE CAR SERVICE","2019","5","May","2,229","0","11"
"B01899","ALLSTATE PRIVATE CAR & LIMO,INC",,"2025","5","May","77,669","0","385"
"B03072","CONVENIENCE RIDE TRANSPORTATION SERVICES INC.",,"2018","8","August","205","0","6"
"B00693","BUSHWICK CAR SVCE INC",,"2019","8","August","334","0","1"
"B02840","RAELEEN CAR CORP.",,"2024","4","April","1,274","0","9"
"B01482","SHORE TRANSPORTATION INC","SEASIDE CAR SERVICE","2019","10","October","2,285","0","6"
"B02551","CHIEF LIMO INC.",,"2019","12","December","16","0","7"
"JUNO","JUNO","JUNO","2016","12","December","656,652","0","13,410"
"B02751","RELIANCE GROUP INC",,"2017","10","October","29","0","7"
"B01525","NORTHSIDE BK LLC",,"2018","9","September","3,214","0","83"
"B01349","CAPRICORN LIMO SVC INC",,"2022","1","January","292","0","9"
"B03041","PUEBLA CITY INC.",,"2021","4","April","2,524","0","12"
"B02107","APOLLO RADIO DISPATCH INC.",,"2016","6","June","14,912","0","118"
"B02410","POLO LIMOUSINE, CORP.",,"2015","11","November","1,835","0","47"
"B00111","SKYLINE CREDIT RIDE INC",,"2018","9","September","13,399","44","253"
"B00972","N.J.M.INC.","MID ISLAND CAR SVCE","2022","5","May","1,107","0","7"
"B01406","GOTHAM CAR SERVICE INC.","LEGEND CAR SERVICE","2020","7","July","1,171","0","19"
"B01282","NEW LOTS C/S INC",,"2017","2","February","19,211","0","64"
"B03062","BQN VOUCHER INC",,"2020","11","November","1,214","0","8"
"B03320","LIMOLINK INCORPORATED","LIMOLINK NY","2024","2","February","1,233","0","80"
"B00477","INTA-BORO ACRES INC",,"2023","8","August","1,784","0","62"
"B03252","CITY WAV CORP.",,"2024","9","September","10,839","0","54"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2021","4","April","127","0","4"
"B01984","NY 88 EXPRESS CORP.",,"2024","12","December","12,541","0","65"
"B01540","ROCKAWAY VIP SERVICE INC.",,"2025","4","April","713","0","5"
"B01244","MASADA II C/L SVC INC",,"2017","3","March","1,495","0","7"
"B02107","APOLLO RADIO DISPATCH INC.",,"2022","11","November","3,204","0","27"
"B02005","CAR LINE TRANSPORTATION CORP.",,"2021","3","March","301","0","13"
"B03291","TRACY LUXURY CORP.",,"2022","8","August","233","0","7"
"B02110","OPTIMUM CAR & LIMO, INC.",,"2016","4","April","1,894","0","9"
"B01340","UNICAR COMPANY INC",,"2015","12","December","27,573","0","143"
"B02899","NEW BLACK LUXURY CARS CORP",,"2018","6","June","8,696","0","32"
"B01364","NY ATLIXCO CAR SERVICE INC",,"2017","2","February","3,948","0","20"
"B03254","TEMPO TRANSPORTATION CORP.",,"2022","11","November","2,820","0","16"
"B01392","NEW AMERICAN CLASS L/C SERVICE CORP.",,"2017","11","November","1,407","0","13"
"B01593","NOVAK GLOBAL, INC.","SKYWAY CAR SERVICE","2024","5","May","169","0","1"
"B02922","HY'S LIVERY SERVICE,INC.",,"2016","7","July","61","0","23"
"B01362","AMERICAN BASE NO.1 INC.",,"2017","1","January","16,988","0","122"
"B01614","R TRANSPORT INC",,"2017","3","March","848","0","8"
"B02674","ELAL CAR LIMO SERVICE LLC","FIFTH AVENUE CAR LIMO SERVICE","2019","7","July","3,534","0","11"
"B03204","EXTRA CAR SERVICE LLC",,"2023","11","November","456","0","5"
"B02061","ROYAL COACHMAN LTD.",,"2016","6","June","73","0","12"
"B00823","EASTERN L.P.B.,INC.","EASTERN CAR SVCE","2017","4","April","15,715","0","112"
"B01717","HIGH CLASS BRONX LIMO C/S CORP",,"2015","10","October","63,984","0","547"
"B01711","FLUSHING LIMO TRANSP CORP",,"2016","10","October","15,517","0","70"
"B02144","SILVER STAR LIMOUSINES, INC.",,"2020","3","March","245","0","10"
"B02111","HUANG HOU CAR SERVICES INC.","HUANG HOU CAR SERVICES INC.","2023","6","June","3,761","0","19"
"B02868","CHA CHA TRANSPORTATION CORP",,"2023","1","January","1,442","0","12"
"B00277","ALL CITY CORP TRANS INC",,"2015","12","December","2,790","0","53"
"B03285","FLUSHING LIMOUSINE TRANSPORTATION SERVICE CORP.",,"2021","2","February","5,166","0","41"
"B01907","BEN'S LUXURY CAR & LIMOUSINE SERVICE INC",,"2017","10","October","2,184","0","47"
"B00014","NY ONE CORP CAR INC",,"2026","2","February","718","0","170"
"B01326","DEBORAH C/L SVC INC",,"2016","3","March","299","0","8"
"B01734","AMERICAN DREAM CAR SERVICE INC.",,"2017","10","October","22","0","1"
"B02949","MEEM SERVICES INC",,"2025","1","January","25","0","3"
"B01176","SANTO DOMINGO CAR LIMO SERVICES INC",,"2019","3","March","4,662","0","33"
"B01231","GO CAR CORP.",,"2017","8","August","3,784","0","24"
"B02840","RAELEEN CAR CORP.",,"2024","3","March","1,345","0","10"
"B02924","CELEBRITY LUXURY INC.",,"2018","5","May","6,922","0","56"
"B00255","CAUTIOUS CARS CORP",,"2022","12","December","18","0","2"
"B00272","BIG APPLE CAR INC",,"2022","10","October","773","0","39"
"B03296","ZIP CONNECTIONS INC",,"2023","11","November","134","0","7"
"B00623","MANHATTAN INT'L LIMO NETWORK LLC",,"2020","11","November","123","0","4"
"B01269","DIVISION CAR & LIMO INC.","NATANYA TRANSPORTATION","2019","6","June","1,022","0","4"
"B02727","OSCAR LIMOUSINE INC",,"2015","5","May","189","0","7"
"B02903","JFK LUXURY LIMOUSINE INC",,"2018","6","June","1,011","7","23"
"B03085","A & A AMAZOON TRANSPORTATION INC.",,"2020","5","May","31","0","8"
"B01726","SUPER CLASS RADIO DISP INC",,"2019","11","November","8,817","0","55"
"B00429","SURF CAR SYSTEMS INC",,"2019","5","May","3,413","0","23"
"B02905","PUEBLA LUXURY CORP",,"2019","6","June","13,586","0","54"
"B03061","BLUE EAGLE TRANSPORTATION SERVICES CORP",,"2023","6","June","702","0","4"
"B02670","STRIDE TRANSPORTATION INC.",,"2018","2","February","545","0","46"
"B01109","UNITED EXP C/L SVCE",,"2018","11","November","3,990","0","23"
"B00531","FRIENDLY BEST-WAY TRANSPORTATION, INC.",,"2015","11","November","2,425","0","14"
"b00833","OMEGA CAR SERVICE INC.",,"2019","10","October","563","0","4"
"B02401","NORTHSIDE BK LLC",,"2023","7","July","1,387","0","30"
"B02373","QUIET SERVICES INC","GOLDEN CLASS LIMO","2019","5","May","74","0","5"
"B02167","MADISON LIMOUSINE INC",,"2016","8","August","20","0","4"
"B00225","DELANCEY TRANSPORTATION INC.",,"2021","2","February","7,185","0","70"
"B02819","FIVE STAR LUXURY INC.",,"2024","7","July","68","0","12"
"B02099","SUNNY'S LIMOUSINE SERVICE INC","SSS LIMO SERVICE","2017","9","September","1,321","0","24"
"B00053","CHARGE AND RIDE INC",,"2022","12","December","186","0","68"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2025","2","February","15,167","0","103"
"B01525","NORTHSIDE BK LLC",,"2017","4","April","6,555","0","114"
"B02891","GLIDE LUXURY TRANSPORTATION, INC",,"2017","6","June","202","0","5"
"B01364","NY ATLIXCO CAR SERVICE INC",,"2022","11","November","349","0","2"
"B02736","TRINITY CAR SERVICE INC",,"2018","1","January","706","0","9"
"B00319","AVENTINE AUTO RENTAL INC","SAFEWAY CAR SVCE","2015","8","August","3,001","0","13"
"B02026","A RIDE FOR ALL LLC",,"2015","4","April","61","0","1"
"B02167","MADISON LIMOUSINE INC",,"2015","12","December","102","0","7"
"B02152","KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.","2021","4","April","47","0","6"
"B02410","POLO LIMOUSINE, CORP.",,"2020","12","December","720","0","27"
"B02285","VALERA GLOBAL, INC.",,"2015","3","March","6,032","0","118"
"B01392","NEW AMERICAN CLASS L/C SERVICE CORP.",,"2019","12","December","483","0","6"
"B01743","TWO-WAY BLACK CARS AND RADIO GROUP TRANS INC",,"2022","11","November","2,999","0","157"
"B02819","FIVE STAR LUXURY INC.",,"2022","6","June","644","0","13"
"B02573","SUNSET PARK CAR SERVICE INC",,"2023","2","February","195","0","1"
"B01233","NEW LACONIA RAD DISP INC",,"2021","2","February","4,764","0","29"
"B00887","DIAL 7 CAR & LIMOUSINE SERVICE INC.",,"2024","11","November","10,488","0","464"
"B02729","LOW TOUCH LUXURY INC.",,"2016","9","September","297","0","3"
"B02508","DISPATCH CENTRAL, INC.",,"2017","11","November","44","0","6"
"B02651","SAROS TRANSPORTATION GROUP INC.",,"2016","6","June","201","0","15"
"B03462","IMPERIAL TP CAR SERVICE INC",,"2026","3","March","16,850","0","240"
"B01083","BROAD DYCKMAN C/S INC",,"2020","6","June","4,525","0","22"
"B00277","ALL CITY CORP TRANS INC",,"2021","5","May","1,423","0","155"
"B00647","KISS CAR SERVICE INC",,"2016","2","February","96,057","0","420"
"B02008","SCARSDALE TRIP SERVICE, INC.","RED OAK TRANSPORTATION","2021","12","December","25","0","1"
"B02994","99 CAR SERVICES INC.",,"2017","10","October","132","0","3"
"B02641","AVENUE X CAR SERVICE INC.","PRESTIGE CAR SERVICE","2020","12","December","1,792","0","13"
"B02026","A RIDE FOR ALL LLC",,"2019","4","April","32","0","1"
"B02997","KALUMA TRANSPORTATION GROUP INC.",,"2021","10","October","69","0","13"
"B01485","FLAMINGO TRANSP. & LIMO. SERVICES INC.",,"2023","6","June","2,236","0","17"
"B03040","ZYT EXPRESS CORP.",,"2026","4","April","345","0","3"
"B01444","REGO PARK EXPRESS INC.",,"2019","1","January","2,828","0","16"
"B02613","NYC STAR LIMOUSINE & CAR SERVICES CORP.","NYS CAR SERVICE","2015","8","August","4,609","0","54"
"B01970","GRAFE STREET SERVICE CORP.",,"2021","2","February","67","0","4"
"B03051","VILLE DE LA LIBERTE CHAUFFEUR INC",,"2019","8","August","3,617","0","16"
"B01312","BROOKLYN RADIO DISPATCHER INC",,"2023","3","March","28,303","0","278"
"B03478","NY CLASSIC CAR & LIMO INC",,"2023","5","May","589","0","8"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2023","5","May","10,336","0","47"
"B03064","AP LUXURY LIMOUSINE INC",,"2023","4","April","29","0","6"
"B02962","HEALTH BLACK CAR SERVICES, CORP","ADON","2023","11","November","1,031","0","7"
"B01995","NYMEX UNO EXECUTIVE SEDAN'S INC","NYMEX CAR SERVICE","2017","8","August","2,997","0","17"
"B02677","A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,"2023","12","December","10,234","0","87"
"B02273","BENI'S LIMOUSINE SERVICE INC",,"2017","3","March","25","0","8"
"B02747","LEGEND LUXURY LIMO INC.",,"2021","5","May","218","0","37"
"B01944","DAG NETWORK TRANSPORTATION,CORP",,"2021","5","May","24","0","4"
"B02557","185 MALTA CAR SERVICE LLC",,"2020","1","January","1,057","0","9"
"B01546","BELLE-ROCK OF BEACH CHANNEL INC.",,"2024","5","May","29,731","0","101"
"B02747","LEGEND LUXURY LIMO INC.",,"2025","8","August","108","0","34"
"B01312","BROOKLYN RADIO DISPATCHER INC",,"2020","11","November","42,291","0","386"
"B01233","NEW LACONIA RAD DISP INC",,"2018","6","June","8,519","0","47"
"B01800","EMPIRE INTERNATIONAL LTD.",,"2024","12","December","3,565","0","162"
"B03085","A & A AMAZOON TRANSPORTATION INC.",,"2021","3","March","48","0","19"
"B02532","COZY RIDE LIMOUSINE INC","COZY TRANSIT","2018","5","May","99","0","1"
"B03417","MZ RIDE LLC",,"2024","3","March","7","0","5"
"B01568","N.Y. MEXICANA CAR & LIMO SVC CRP.","N.Y. MEXICANA CAR SERVICE","2022","2","February","414","0","4"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2020","6","June","17","0","2"
"B02453","MCW CAR & LIMO INC.",,"2018","4","April","40","0","8"
"B02849","BROOKLYN RIDES CORP",,"2018","2","February","15,055","0","94"
"B00900","BIG Q CAR SVC. INC.",,"2017","9","September","45,073","0","176"
"B00706","VIC & BAY CAR SERVICE, INC","DEJOY'S RED TOP","2017","7","July","7,726","0","22"
"B02998","GENESIS LUXURY TRANSPORTATION CORP.",,"2018","11","November","4,886","0","25"
"B02110","OPTIMUM CAR & LIMO, INC.",,"2018","12","December","1,051","0","4"
"B02951","APPROACH QUALITY TRANSPORTATION, LLC",,"2016","8","August","491","0","21"
"B01349","CAPRICORN LIMO SVC INC",,"2022","6","June","570","0","8"
"B02285","VALERA GLOBAL, INC.",,"2019","8","August","2,356","0","61"
"B03206","KIDMOTO TECHNOLOGIES LLC",,"2022","8","August","198","0","20"
"B00625","CENTRAL CAR SERVICES,INC.",,"2015","12","December","9,497","0","45"
"B02095","COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,"2015","8","August","2,402","0","153"
"B01280","BENSONHURST RIDE INC.",,"2017","12","December","4,967","0","25"
"B01259","THE NEW BROOKLYN C/S INC",,"2025","4","April","1,267","0","6"
"B03160","CURB TRANSPORTATION SERVICES,LLC","CURB MOBILITY-CURB TRANS","2024","10","October","7,844","0","1,812"
"B02710","GOLDEN AGE TRANSIT,LLC",,"2018","4","April","197","0","4"
"B01364","NY ATLIXCO CAR SERVICE INC",,"2023","8","August","812","0","8"
"B02784","SMILE TRANSPORTATION GROUP INC",,"2023","3","March","6,538","0","37"
"B02947","ONIX TRANSPORTATION, INC",,"2018","9","September","11,883","0","67"
"B03085","W DIAMOND LIMO INC",,"2019","5","May","89","0","25"
"B01710","79 MASADA III, INC.","MASADA III","2017","11","November","1,542","0","20"
"B02557","185 MALTA CAR SERVICE LLC",,"2018","2","February","1,612","0","8"
"B01726","SUPER CLASS RADIO DISP INC",,"2017","3","March","21,360","0","118"
"B01768","NEW SUPERIOR RADIO GRP CORP",,"2020","11","November","1,280","0","13"
"B01984","NY 88 EXPRESS CORP.",,"2024","10","October","12,824","0","68"
"B01269","DIVISION CAR & LIMO INC.","NATANYA TRANSPORTATION","2015","7","July","952","0","7"
"B01362","AMERICAN BASE NO.1 INC.",,"2018","8","August","5,620","0","43"
"B02315","LA MORENITA CAR LIMO SERVICE INC",,"2016","5","May","9,419","0","63"
"B03506","KLS WORLDWIDE CHAUFFERURED SERVICES, INC.","KLS WORLDWIDE","2024","5","May","201","0","19"
"B01145","ULTRA RADIO DISP INC",,"2023","7","July","19,062","0","108"
"B02699","PRESIDENTIAL LUXURY LIMO INC.",,"2018","10","October","1,999","0","34"
"B01546","BELLE-ROCK OF BEACH CHANNEL INC.",,"2020","1","January","1,586","0","11"
"B03381","THE DRIVERS COOPERATIVE INC.",,"2024","5","May","6,278","0","148"
"B03018","AUREUS LLC",,"2023","9","September","4","0","2"
"B02855","JUNIORS LUXURY INC","MEGA JUNIORS","2022","7","July","1,375","0","13"
"B02840","RAELEEN CAR CORP.",,"2021","5","May","204","0","4"
"B03572","CENTRAL TRANSPORTATION BLACK CAR CORP.",,"2025","9","September","706","0","9"
"B02903","JFK LUXURY LIMOUSINE INC",,"2021","5","May","173","0","5"
"B00375","THE EXCELLENT C/S INC",,"2018","6","June","11,581","0","54"
"B01944","DAG NETWORK TRANSPORTATION,CORP",,"2021","2","February","2","0","1"
"B02465","7 STAR CAR & LIMOUSINE INC.","DIAL 7 CAR & LIMOUSINE SERVICE","2020","7","July","172","0","59"
"B03126","YUR DRIVERS NETWORK INC",,"2022","5","May","788","0","8"
"B02346","PIA CAR LIMO. INC.",,"2018","5","May","66","0","3"
"B00346","MERRICK C/S INC",,"2019","6","June","1,139","0","5"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2026","2","February","2,280","0","79"
"B01745","AZUAY CORPORATION","CARIBE CAR SERVICE","2026","2","February","4,765","0","38"
"B03076","CHARRITOS BLACK CAR INC",,"2018","9","September","279","0","3"
"B02182","FINEST CAR SERVICE, LLC",,"2015","8","August","324","0","3"
"B03055","EXPLORER EXPRESS INC",,"2020","11","November","726","0","19"
"B02248","HYBRID LIMO EXPRESS INC.",,"2025","12","December","1,129","0","8"
"B02453","MCW CAR & LIMO INC.",,"2022","12","December","103","0","5"
"B03506","KLS WORLDWIDE CHAUFFERURED SERVICES, INC.","KLS WORLDWIDE","2026","2","February","194","0","22"
"B03126","YUR DRIVERS NETWORK INC",,"2019","11","November","471","0","15"
"B00412","NYC 2 WAY INTERNATIONAL LTD",,"2025","10","October","201,120","0","3,194"
"B01338","3210 WEBSTER AV PRESTIGE C/S",,"2016","7","July","53,007","0","521"
"B02709","DASH CAR SERVICE CORP",,"2019","6","June","981","0","3"
"B02563","FENIX XL CAR AND LIMO SERVICE CORP.",,"2025","4","April","17,627","0","103"
"B02967","ABIEL TRANSPORTATION CORP",,"2022","4","April","328","0","3"
"B02731","EMES OF BOROPARK CAR SERVICE INC",,"2017","4","April","339","0","3"
"B02975","LI YANG LIMOUSINE INC",,"2024","3","March","4,447","0","27"
"UBER","UBER","UBER","2019","8","August","13,925,893","1,484,807","73,692"
"B01445","J T TRANS CO INC",,"2018","10","October","7,127","0","77"
"B01340","UNICAR COMPANY INC",,"2021","10","October","7,401","0","41"
"B01777","PREMIUM RADIO DISP & MULTI SVC",,"2025","6","June","7,014","0","291"
"B01944","DAG NETWORK TRANSPORTATION,CORP",,"2017","2","February","219","0","11"
"B02814","BELL LX INC",,"2025","4","April","10,695","0","81"
"B01309","ACME LIMOUSINE LLC","ARROW TRANSPORTATION","2019","5","May","304","0","18"
"B03060","EASTLAND BLACK CARS CORP",,"2021","10","October","7,839","0","35"
"B02641","AVENUE X CAR SERVICE INC.","PRESTIGE CAR SERVICE","2024","3","March","2,239","0","13"
"B02144","SILVER STAR LIMOUSINES, INC.",,"2018","10","October","384","0","10"
"B00021","MEXICANA HIGH CLASS INC.","CAPITAL CAR SERVICE","2017","8","August","5,758","0","55"
"B02962","HEALTH BLACK CAR SERVICES, CORP","ADON","2020","8","August","562","0","9"
"LYFT","LYFT","LYFT","2018","9","September","3,960,252","641,585","43,686"
"B00310","WATSON CAR SERVICE INC.",,"2025","12","December","469","0","7"
"B02440","MLL LIMOUSINE SERVICES INC.",,"2019","10","October","824","0","23"
"B02655","LONG ISLAND CITY CAR AND LIMO INC.","A2B CORPORATE SEDAN","2021","4","April","318","0","6"
"B00802","BELL CAR SVC INC",,"2025","12","December","2,223","0","12"
"B02240","NEW APPLE TRANS. INC.","PALPAL LIMO","2025","5","May","84","0","9"
"B01467","NEW EXPERIENCE #1 INC",,"2018","3","March","6,335","0","38"
"B01779","APEX CAR & LIMO SVCE INC",,"2018","8","August","509","0","22"
"B00449","A KINGS HWY C/S INC.",,"2016","11","November","4,202","0","17"
"B02767","KISMET INTERNATIONAL INC.",,"2018","1","January","125","0","9"
"B00381","BELL RADIO INC",,"2018","10","October","4,998","0","94"
"B03209","PARAMOUNT TRANSPORT INC.",,"2025","3","March","1,141","0","9"
"B02699","PRESIDENTIAL LUXURY LIMO INC.",,"2018","6","June","1,532","0","38"
"B02491","CALL THREES LLC",,"2024","1","January","335","0","1"
"B00030","TREMONT DISPATCHING CORP",,"2019","10","October","703","0","6"
"B02930","V.I.T. BLACK CAR TRANSPORTATION CORP.",,"2017","4","April","3,904","0","19"
"B02599","CMS LIMO INC.",,"2020","1","January","330","0","10"
"B01721","W.K. CAR & LIMO SERVICE INC",,"2018","3","March","3,476","0","23"
"B02352","SUPER FAST LIMOUSINE SERVICE, INC.","MEGA SUNSET CAR SERVICE","2020","5","May","1,011","0","9"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2018","6","June","53","0","4"
